Gene	Status
17505at314145	Single
17515at314145	Single
17516at314145	Single
17517at314145	Single
17518at314145	Single
17545at314145	Single
17556at314145	Single
17558at314145	Single
17559at314145	Single
17574at314145	Single
17577at314145	Single
17584at314145	Single
17588at314145	Single
17604at314145	Single
17606at314145	Single
17627at314145	Single
17647at314145	Single
17648at314145	Single
17659at314145	Single
17668at314145	Single
17671at314145	Single
17680at314145	Single
17688at314145	Single
17713at314145	Single
17727at314145	Single
17728at314145	Single
17730at314145	Single
17734at314145	Single
17747at314145	Single
17753at314145	Single
17777at314145	Single
17787at314145	Fragmented
17793at314145	Single
17794at314145	Single
17816at314145	Single
17821at314145	Single
17825at314145	Single
17826at314145	Single
17828at314145	Single
17832at314145	Single
17837at314145	Single
17838at314145	Single
17842at314145	Single
17843at314145	Single
17850at314145	Single
17854at314145	Single
17856at314145	Single
17862at314145	Single
17865at314145	Single
17869at314145	Single
17875at314145	Single
17902at314145	Single
17905at314145	Single
17919at314145	Single
17934at314145	Single
1793at314145	Single
17943at314145	Single
17952at314145	Single
17976at314145	Single
17980at314145	Single
1798at314145	Single
18002at314145	Single
18007at314145	Single
18015at314145	Single
18025at314145	Single
18026at314145	Single
18029at314145	Single
18035at314145	Single
18037at314145	Single
1803at314145	Single
18042at314145	Single
18043at314145	Single
18044at314145	Single
18055at314145	Single
1806at314145	Single
18072at314145	Single
18074at314145	Single
18077at314145	Single
18086at314145	Single
1808at314145	Single
18092at314145	Single
18115at314145	Single
18122at314145	Single
18154at314145	Single
18164at314145	Single
18165at314145	Single
18179at314145	Single
18198at314145	Single
18200at314145	Single
18203at314145	Single
18205at314145	Single
18208at314145	Single
1821at314145	Single
18220at314145	Single
18227at314145	Single
18237at314145	Single
18239at314145	Single
18245at314145	Single
18254at314145	Single
18257at314145	Single
18261at314145	Single
18265at314145	Single
18271at314145	Single
18275at314145	Single
18276at314145	Single
18279at314145	Single
18281at314145	Single
18285at314145	Single
18288at314145	Single
18308at314145	Single
18317at314145	Single
1832at314145	Single
18357at314145	Single
18377at314145	Single
18393at314145	Single
18394at314145	Single
18397at314145	Single
18419at314145	Single
18452at314145	Single
18458at314145	Single
1845at314145	Single
1846at314145	Single
18473at314145	Single
18474at314145	Single
18485at314145	Single
18497at314145	Single
18508at314145	Single
18519at314145	Single
18522at314145	Single
18527at314145	Single
18538at314145	Single
18540at314145	Single
18545at314145	Single
18546at314145	Single
18553at314145	Single
18557at314145	Single
18576at314145	Single
18579at314145	Single
1857at314145	Single
18580at314145	Single
185at314145	Single
18623at314145	Single
18629at314145	Single
18630at314145	Single
18643at314145	Single
18651at314145	Single
18652at314145	Single
18654at314145	Single
18683at314145	Single
18685at314145	Single
18692at314145	Single
18703at314145	Single
18704at314145	Single
1870at314145	Single
18727at314145	Single
18748at314145	Single
18749at314145	Single
18754at314145	Single
18763at314145	Single
1876at314145	Single
18772at314145	Single
18778at314145	Single
18783at314145	Single
18799at314145	Single
18805at314145	Single
18808at314145	Single
18809at314145	Single
18815at314145	Single
1881at314145	Single
18822at314145	Single
18836at314145	Single
18838at314145	Single
18852at314145	Single
18864at314145	Single
18875at314145	Single
18883at314145	Single
18895at314145	Single
18900at314145	Single
18923at314145	Single
18925at314145	Single
18926at314145	Single
18959at314145	Single
18963at314145	Single
18964at314145	Single
18969at314145	Single
1896at314145	Single
18970at314145	Single
18989at314145	Single
18990at314145	Single
19015at314145	Single
19022at314145	Single
1902at314145	Single
19030at314145	Single
19033at314145	Single
19042at314145	Single
19044at314145	Single
19046at314145	Single
19059at314145	Single
19066at314145	Single
19076at314145	Single
19084at314145	Single
19093at314145	Single
19106at314145	Single
19115at314145	Single
19146at314145	Single
19177at314145	Single
19181at314145	Single
19187at314145	Single
19188at314145	Single
1918at314145	Single
19195at314145	Single
19207at314145	Single
19212at314145	Single
19216at314145	Single
19232at314145	Single
19239at314145	Single
19244at314145	Single
19249at314145	Single
19252at314145	Single
19255at314145	Single
19260at314145	Single
19267at314145	Single
19268at314145	Single
19269at314145	Single
19279at314145	Single
1927at314145	Single
1928at314145	Single
19294at314145	Single
19300at314145	Single
1932at314145	Single
19340at314145	Single
19352at314145	Single
19364at314145	Single
19394at314145	Single
19397at314145	Single
19411at314145	Single
19413at314145	Single
19418at314145	Single
19427at314145	Single
19436at314145	Single
19438at314145	Single
19439at314145	Single
19440at314145	Single
19442at314145	Single
19446at314145	Single
19448at314145	Single
19454at314145	Single
19477at314145	Single
19485at314145	Single
19487at314145	Single
19489at314145	Single
19500at314145	Single
19516at314145	Single
19530at314145	Single
19531at314145	Single
19532at314145	Single
19552at314145	Single
19553at314145	Single
19562at314145	Single
19566at314145	Single
19590at314145	Single
19618at314145	Single
19623at314145	Single
19624at314145	Single
19625at314145	Single
19635at314145	Single
19641at314145	Single
19645at314145	Single
19658at314145	Single
19664at314145	Single
19671at314145	Single
19696at314145	Single
19709at314145	Single
19710at314145	Single
19717at314145	Single
19733at314145	Single
19735at314145	Single
19736at314145	Single
19741at314145	Single
19745at314145	Single
19746at314145	Single
19776at314145	Single
1977at314145	Single
19786at314145	Single
19791at314145	Single
19816at314145	Single
19839at314145	Single
19844at314145	Single
19845at314145	Single
19849at314145	Single
19855at314145	Single
19861at314145	Single
19866at314145	Single
19868at314145	Single
19878at314145	Single
19882at314145	Single
19890at314145	Single
19900at314145	Single
19906at314145	Single
19907at314145	Single
19910at314145	Single
19916at314145	Single
19922at314145	Single
19924at314145	Single
1992at314145	Single
19937at314145	Single
19938at314145	Single
19939at314145	Single
19942at314145	Single
19953at314145	Single
19957at314145	Single
19983at314145	Single
19984at314145	Single
20008at314145	Single
20019at314145	Single
20028at314145	Single
20030at314145	Single
20039at314145	Single
2003at314145	Single
20050at314145	Single
20054at314145	Single
20055at314145	Single
20058at314145	Single
20066at314145	Single
20071at314145	Single
20077at314145	Single
20097at314145	Single
20102at314145	Single
20104at314145	Single
20114at314145	Single
20151at314145	Single
20155at314145	Single
20167at314145	Single
20172at314145	Single
20176at314145	Single
20185at314145	Single
20203at314145	Single
20208at314145	Single
20225at314145	Single
20229at314145	Single
20232at314145	Single
20241at314145	Single
20244at314145	Single
20251at314145	Single
20256at314145	Single
20259at314145	Single
2025at314145	Single
20260at314145	Single
20262at314145	Single
20266at314145	Single
20269at314145	Single
20271at314145	Single
2027at314145	Single
20292at314145	Single
20305at314145	Single
20310at314145	Single
20317at314145	Single
20321at314145	Single
20325at314145	Single
20336at314145	Single
20345at314145	Single
20348at314145	Single
20368at314145	Single
20374at314145	Single
20382at314145	Single
20383at314145	Single
20388at314145	Single
20392at314145	Single
20393at314145	Single
20394at314145	Single
20395at314145	Single
20403at314145	Single
20412at314145	Single
20419at314145	Single
20420at314145	Single
20431at314145	Single
20436at314145	Single
20446at314145	Single
20447at314145	Single
20461at314145	Single
20462at314145	Single
20466at314145	Single
20499at314145	Single
20501at314145	Single
20505at314145	Single
20510at314145	Single
20512at314145	Single
20520at314145	Single
20522at314145	Single
20550at314145	Single
20557at314145	Single
20559at314145	Single
20563at314145	Single
20570at314145	Single
20575at314145	Single
20577at314145	Single
20583at314145	Single
20584at314145	Single
20586at314145	Single
20588at314145	Single
20599at314145	Single
2059at314145	Single
20616at314145	Single
20617at314145	Single
20621at314145	Single
20633at314145	Single
20635at314145	Single
20640at314145	Single
20653at314145	Single
20656at314145	Single
20657at314145	Single
20661at314145	Single
20672at314145	Single
20690at314145	Single
20701at314145	Single
20705at314145	Single
20711at314145	Single
20716at314145	Single
20718at314145	Single
20725at314145	Single
20733at314145	Single
20757at314145	Single
20792at314145	Single
20798at314145	Single
20804at314145	Single
20824at314145	Single
20825at314145	Single
20827at314145	Single
20838at314145	Single
20839at314145	Single
20845at314145	Single
20846at314145	Single
20854at314145	Single
20864at314145	Single
20871at314145	Single
20878at314145	Single
20879at314145	Single
20885at314145	Single
20887at314145	Fragmented
2088at314145	Single
20899at314145	Single
20903at314145	Single
20909at314145	Single
2090at314145	Single
20955at314145	Single
20957at314145	Single
20963at314145	Single
20966at314145	Single
20975at314145	Single
2098at314145	Single
20994at314145	Single
20at314145	Single
2100at314145	Single
21016at314145	Single
21024at314145	Single
21039at314145	Single
21041at314145	Single
21045at314145	Single
21062at314145	Fragmented
21068at314145	Single
21075at314145	Single
21084at314145	Single
21085at314145	Single
21088at314145	Single
2108at314145	Single
21098at314145	Single
21123at314145	Single
21124at314145	Single
21125at314145	Single
21127at314145	Single
21137at314145	Single
21151at314145	Single
21153at314145	Single
21155at314145	Single
21157at314145	Single
2115at314145	Single
21166at314145	Single
21167at314145	Single
21170at314145	Single
21172at314145	Single
21183at314145	Single
21187at314145	Single
2119at314145	Single
211at314145	Single
21202at314145	Single
21203at314145	Single
21226at314145	Single
2123at314145	Single
21242at314145	Single
21245at314145	Single
21254at314145	Single
21260at314145	Single
21278at314145	Single
21283at314145	Single
2129at314145	Single
21303at314145	Single
21332at314145	Single
21342at314145	Single
21344at314145	Single
21349at314145	Single
21350at314145	Single
21351at314145	Single
21355at314145	Single
21365at314145	Single
21373at314145	Single
21398at314145	Single
21401at314145	Single
21402at314145	Single
21404at314145	Single
21406at314145	Single
21407at314145	Single
21416at314145	Single
21435at314145	Single
21455at314145	Single
2145at314145	Single
21474at314145	Single
21480at314145	Single
21488at314145	Single
21489at314145	Single
21493at314145	Single
21494at314145	Single
21495at314145	Single
21498at314145	Single
21503at314145	Single
21519at314145	Single
21523at314145	Single
21524at314145	Single
21530at314145	Single
21533at314145	Single
21536at314145	Single
21539at314145	Single
21541at314145	Single
21544at314145	Single
21547at314145	Single
21551at314145	Single
21559at314145	Single
21568at314145	Single
2158at314145	Single
21601at314145	Single
21608at314145	Single
21613at314145	Single
21624at314145	Single
21633at314145	Single
21636at314145	Single
21638at314145	Single
21640at314145	Single
21645at314145	Single
21657at314145	Single
21667at314145	Single
21672at314145	Single
21677at314145	Single
21681at314145	Single
21700at314145	Single
21714at314145	Single
21729at314145	Single
21730at314145	Single
21735at314145	Single
21736at314145	Single
21740at314145	Single
21746at314145	Single
21748at314145	Single
21760at314145	Single
21784at314145	Single
21785at314145	Single
21786at314145	Single
21790at314145	Single
21792at314145	Single
21795at314145	Single
21799at314145	Single
21801at314145	Single
21807at314145	Single
21809at314145	Single
21819at314145	Single
21832at314145	Single
21838at314145	Single
21852at314145	Single
21862at314145	Single
21863at314145	Single
21864at314145	Single
21874at314145	Single
21879at314145	Single
21891at314145	Single
21903at314145	Single
21905at314145	Single
21909at314145	Single
21919at314145	Single
21921at314145	Single
21935at314145	Single
21936at314145	Single
21937at314145	Single
21944at314145	Single
21955at314145	Single
21982at314145	Single
21996at314145	Single
21997at314145	Single
21998at314145	Single
22004at314145	Single
22008at314145	Single
22034at314145	Single
22047at314145	Single
22052at314145	Single
22053at314145	Single
22075at314145	Single
22083at314145	Single
2209at314145	Single
22101at314145	Single
22103at314145	Single
22107at314145	Single
22119at314145	Single
22122at314145	Single
2212at314145	Single
22137at314145	Single
22141at314145	Single
22149at314145	Single
22150at314145	Single
22181at314145	Single
22187at314145	Single
2218at314145	Single
22205at314145	Single
22209at314145	Single
22220at314145	Single
22234at314145	Single
22241at314145	Single
22253at314145	Single
22254at314145	Single
22263at314145	Single
22279at314145	Single
22283at314145	Single
22291at314145	Single
22298at314145	Single
2234at314145	Single
22356at314145	Single
22359at314145	Single
22370at314145	Single
22373at314145	Single
22375at314145	Single
2238at314145	Single
22395at314145	Single
2239at314145	Single
22411at314145	Single
22413at314145	Single
22420at314145	Single
22423at314145	Single
22446at314145	Single
2244at314145	Single
22455at314145	Single
22457at314145	Single
22461at314145	Single
22478at314145	Single
22484at314145	Single
22485at314145	Single
22518at314145	Single
2251at314145	Single
22525at314145	Single
22528at314145	Single
2253at314145	Single
22549at314145	Single
2254at314145	Single
22554at314145	Single
22564at314145	Single
2256at314145	Single
22583at314145	Single
22591at314145	Single
22595at314145	Single
22602at314145	Single
22604at314145	Single
22610at314145	Single
22611at314145	Single
22624at314145	Single
22625at314145	Single
22631at314145	Single
22637at314145	Single
22639at314145	Single
22641at314145	Single
2265at314145	Single
22660at314145	Single
22665at314145	Single
22669at314145	Single
22688at314145	Single
22690at314145	Single
22693at314145	Single
22697at314145	Single
22705at314145	Single
22709at314145	Single
2270at314145	Single
22711at314145	Single
22713at314145	Single
22736at314145	Single
22752at314145	Single
22753at314145	Single
22755at314145	Single
22758at314145	Single
2276at314145	Single
22782at314145	Single
22784at314145	Single
22793at314145	Single
22805at314145	Single
22819at314145	Single
2281at314145	Single
22822at314145	Single
22823at314145	Single
22836at314145	Single
2284at314145	Single
22859at314145	Single
2285at314145	Single
2287at314145	Single
22889at314145	Single
22896at314145	Single
22901at314145	Single
2290at314145	Single
22910at314145	Single
22926at314145	Single
22935at314145	Single
22946at314145	Single
22956at314145	Single
22958at314145	Single
22965at314145	Single
22974at314145	Single
23022at314145	Single
2302at314145	Single
23036at314145	Single
23039at314145	Single
23049at314145	Single
2304at314145	Single
23057at314145	Single
23066at314145	Single
23069at314145	Single
2309at314145	Single
23104at314145	Single
23110at314145	Single
23115at314145	Single
23132at314145	Single
23138at314145	Single
23143at314145	Single
23182at314145	Single
23184at314145	Single
23187at314145	Single
23203at314145	Single
23205at314145	Single
23206at314145	Single
23212at314145	Single
23229at314145	Single
23235at314145	Single
23237at314145	Single
23244at314145	Single
23249at314145	Single
23252at314145	Single
23253at314145	Single
23255at314145	Single
23262at314145	Single
23270at314145	Single
23271at314145	Single
23297at314145	Single
2329at314145	Single
232at314145	Single
23304at314145	Single
23307at314145	Single
23309at314145	Single
23311at314145	Single
23314at314145	Single
23316at314145	Single
23320at314145	Single
23328at314145	Single
23335at314145	Single
23337at314145	Single
23346at314145	Single
2334at314145	Single
23358at314145	Single
23394at314145	Single
23412at314145	Single
23433at314145	Single
23443at314145	Single
23460at314145	Duplicated
23460at314145	Duplicated
23465at314145	Single
23468at314145	Single
23471at314145	Single
23506at314145	Single
23511at314145	Single
23517at314145	Single
23526at314145	Single
23530at314145	Single
23554at314145	Single
23580at314145	Single
23588at314145	Single
23590at314145	Single
23602at314145	Single
23638at314145	Single
23641at314145	Single
23642at314145	Single
23659at314145	Single
23662at314145	Single
23672at314145	Single
23675at314145	Single
23677at314145	Single
23688at314145	Single
236at314145	Single
23706at314145	Single
23708at314145	Single
23737at314145	Single
2373at314145	Single
23741at314145	Single
23750at314145	Single
23761at314145	Single
23769at314145	Single
23772at314145	Single
23774at314145	Single
23779at314145	Single
23781at314145	Single
23793at314145	Single
23802at314145	Single
2380at314145	Single
23814at314145	Single
23816at314145	Single
23819at314145	Single
23828at314145	Single
23832at314145	Single
23833at314145	Single
23846at314145	Single
23850at314145	Single
23864at314145	Single
23903at314145	Single
23904at314145	Single
23918at314145	Single
23919at314145	Single
23920at314145	Single
23931at314145	Single
23944at314145	Single
23953at314145	Single
23966at314145	Single
2396at314145	Single
23977at314145	Single
2402at314145	Single
24034at314145	Single
24052at314145	Single
24056at314145	Single
24066at314145	Single
24068at314145	Single
24094at314145	Single
24096at314145	Single
24103at314145	Single
24110at314145	Single
24117at314145	Single
24122at314145	Single
24124at314145	Single
2413at314145	Single
24148at314145	Single
24154at314145	Single
24161at314145	Single
24163at314145	Single
24165at314145	Single
24173at314145	Single
24205at314145	Single
24208at314145	Single
24210at314145	Single
24218at314145	Single
24254at314145	Single
24258at314145	Single
2427at314145	Single
24280at314145	Single
24299at314145	Single
24312at314145	Single
24316at314145	Single
2431at314145	Single
24324at314145	Single
24338at314145	Single
24340at314145	Single
24388at314145	Single
24395at314145	Single
24397at314145	Single
24398at314145	Single
24399at314145	Single
24400at314145	Single
24413at314145	Single
2441at314145	Single
24427at314145	Single
2442at314145	Single
24446at314145	Single
24453at314145	Single
24458at314145	Single
24491at314145	Single
24492at314145	Single
24506at314145	Single
24515at314145	Single
24516at314145	Single
24518at314145	Single
24524at314145	Single
24536at314145	Single
24549at314145	Single
24557at314145	Single
24559at314145	Single
24562at314145	Single
24574at314145	Single
24579at314145	Single
24586at314145	Single
24598at314145	Single
24603at314145	Single
24611at314145	Single
24630at314145	Single
24632at314145	Single
24633at314145	Single
2463at314145	Single
24641at314145	Single
24646at314145	Single
24660at314145	Single
24669at314145	Single
24683at314145	Single
24684at314145	Single
246at314145	Single
24716at314145	Single
24725at314145	Single
24730at314145	Single
24733at314145	Single
24738at314145	Single
24742at314145	Single
2475at314145	Single
24765at314145	Single
2476at314145	Single
24775at314145	Single
24789at314145	Single
24800at314145	Single
24802at314145	Single
24811at314145	Single
24812at314145	Single
24813at314145	Single
24817at314145	Single
24828at314145	Single
24829at314145	Single
24837at314145	Single
2484at314145	Single
24850at314145	Single
24853at314145	Single
24869at314145	Single
2486at314145	Single
24882at314145	Single
24894at314145	Single
24895at314145	Single
24904at314145	Single
24922at314145	Single
24923at314145	Single
24933at314145	Single
24935at314145	Single
24943at314145	Single
24965at314145	Single
24971at314145	Single
24972at314145	Single
24979at314145	Single
24994at314145	Single
24996at314145	Single
25002at314145	Single
25003at314145	Single
25024at314145	Single
25045at314145	Single
25051at314145	Single
25056at314145	Single
25057at314145	Single
25069at314145	Single
25080at314145	Single
25081at314145	Single
25082at314145	Single
25091at314145	Single
25107at314145	Single
25115at314145	Single
25116at314145	Single
25120at314145	Single
25121at314145	Duplicated
25121at314145	Duplicated
25129at314145	Single
25131at314145	Single
25134at314145	Single
25139at314145	Single
25145at314145	Single
2514at314145	Single
25156at314145	Single
25159at314145	Single
25165at314145	Single
25173at314145	Single
25176at314145	Single
25198at314145	Single
25208at314145	Single
25214at314145	Single
25221at314145	Single
25242at314145	Single
25248at314145	Single
2525at314145	Single
25262at314145	Single
25283at314145	Single
25290at314145	Single
25292at314145	Single
25297at314145	Single
25302at314145	Single
25310at314145	Single
2531at314145	Single
25321at314145	Single
25322at314145	Single
25325at314145	Single
25328at314145	Single
25333at314145	Single
2534at314145	Single
25353at314145	Single
25355at314145	Single
25370at314145	Single
25373at314145	Single
25386at314145	Single
25393at314145	Single
25394at314145	Single
25397at314145	Single
25412at314145	Single
25418at314145	Single
25437at314145	Single
25445at314145	Single
25460at314145	Single
25472at314145	Single
25478at314145	Single
25479at314145	Single
25490at314145	Single
25498at314145	Single
25529at314145	Single
25548at314145	Single
25560at314145	Single
25567at314145	Fragmented
25592at314145	Single
25594at314145	Single
25607at314145	Single
25622at314145	Single
25631at314145	Single
25632at314145	Single
25635at314145	Single
25641at314145	Single
25652at314145	Single
25657at314145	Single
25662at314145	Single
2566at314145	Single
25670at314145	Single
2567at314145	Single
25681at314145	Single
25707at314145	Single
25708at314145	Single
25721at314145	Single
25738at314145	Single
25746at314145	Single
25751at314145	Single
25756at314145	Single
25762at314145	Single
25776at314145	Single
25782at314145	Single
2578at314145	Single
25790at314145	Single
25792at314145	Single
25793at314145	Single
257at314145	Single
25809at314145	Single
25829at314145	Single
2582at314145	Single
25831at314145	Single
25860at314145	Single
25868at314145	Single
258at314145	Single
25902at314145	Single
25904at314145	Single
25916at314145	Single
25917at314145	Single
2591at314145	Single
25922at314145	Duplicated
25922at314145	Duplicated
25935at314145	Single
25941at314145	Single
25946at314145	Single
25953at314145	Single
25988at314145	Single
25990at314145	Single
26003at314145	Single
26010at314145	Single
26011at314145	Single
26012at314145	Single
26016at314145	Single
26020at314145	Single
26034at314145	Single
26035at314145	Single
26044at314145	Single
26045at314145	Single
26049at314145	Single
26052at314145	Single
26053at314145	Single
26058at314145	Single
2606at314145	Single
26072at314145	Single
26080at314145	Single
26081at314145	Single
26089at314145	Single
26094at314145	Single
26096at314145	Single
26106at314145	Single
26134at314145	Single
26139at314145	Single
26143at314145	Single
26145at314145	Single
26157at314145	Single
26158at314145	Single
26160at314145	Single
26163at314145	Single
26179at314145	Single
26189at314145	Single
26208at314145	Single
26224at314145	Single
2622at314145	Single
26233at314145	Single
26235at314145	Single
2623at314145	Single
26243at314145	Single
26252at314145	Single
26273at314145	Single
26274at314145	Single
26295at314145	Single
26307at314145	Single
26309at314145	Single
26333at314145	Single
26335at314145	Single
26342at314145	Single
26364at314145	Single
26382at314145	Single
26401at314145	Single
26402at314145	Single
26422at314145	Single
26430at314145	Single
26434at314145	Single
26446at314145	Single
26447at314145	Single
26457at314145	Single
26458at314145	Single
26466at314145	Single
2649at314145	Single
26522at314145	Single
26529at314145	Single
26538at314145	Single
2653at314145	Single
26543at314145	Single
2655at314145	Single
26560at314145	Single
26579at314145	Single
26608at314145	Single
26617at314145	Single
26650at314145	Single
26655at314145	Single
26658at314145	Single
26660at314145	Single
2667at314145	Single
26681at314145	Single
26687at314145	Single
26697at314145	Single
26700at314145	Single
26714at314145	Single
26723at314145	Single
26725at314145	Single
26731at314145	Single
26733at314145	Single
26745at314145	Single
26758at314145	Single
26760at314145	Single
26761at314145	Single
26776at314145	Single
26797at314145	Single
26805at314145	Single
26818at314145	Single
26820at314145	Single
2682at314145	Single
26832at314145	Single
26834at314145	Single
26835at314145	Single
26836at314145	Single
2683at314145	Single
26840at314145	Single
26842at314145	Single
26843at314145	Single
26848at314145	Single
26850at314145	Single
26878at314145	Single
2688at314145	Single
26898at314145	Single
26912at314145	Single
26916at314145	Single
26922at314145	Single
26924at314145	Single
26925at314145	Single
26928at314145	Single
26935at314145	Single
26937at314145	Single
2694at314145	Single
26953at314145	Single
26960at314145	Single
26971at314145	Single
26975at314145	Single
26985at314145	Single
26987at314145	Single
26998at314145	Single
26at314145	Single
27004at314145	Single
27035at314145	Single
27040at314145	Single
27065at314145	Single
27079at314145	Single
2708at314145	Single
27112at314145	Single
27113at314145	Single
27119at314145	Single
27147at314145	Single
27151at314145	Single
27160at314145	Single
27162at314145	Duplicated
27162at314145	Duplicated
27164at314145	Single
27165at314145	Single
27168at314145	Single
27177at314145	Single
27187at314145	Single
27188at314145	Single
27189at314145	Single
27220at314145	Single
27232at314145	Single
27237at314145	Single
27241at314145	Single
27244at314145	Single
27245at314145	Single
27246at314145	Single
27252at314145	Single
27260at314145	Single
27269at314145	Single
27275at314145	Single
27280at314145	Single
272at314145	Single
27304at314145	Single
27308at314145	Single
27323at314145	Single
27338at314145	Single
27344at314145	Single
27354at314145	Single
27365at314145	Single
27368at314145	Single
27371at314145	Single
27373at314145	Single
27410at314145	Single
27429at314145	Single
27435at314145	Single
27442at314145	Single
27460at314145	Single
27468at314145	Single
27469at314145	Single
27487at314145	Single
27488at314145	Single
27494at314145	Single
27496at314145	Single
2749at314145	Single
2750at314145	Single
27512at314145	Single
27526at314145	Single
27544at314145	Single
27546at314145	Single
27557at314145	Single
27558at314145	Single
27559at314145	Single
27566at314145	Single
27586at314145	Single
27590at314145	Single
27595at314145	Single
27597at314145	Single
27601at314145	Single
27604at314145	Single
27609at314145	Single
2760at314145	Single
2761at314145	Single
27621at314145	Single
27628at314145	Single
2762at314145	Single
27636at314145	Single
27641at314145	Single
27642at314145	Single
27650at314145	Single
27674at314145	Single
27683at314145	Single
27688at314145	Single
27689at314145	Single
27697at314145	Single
2769at314145	Single
27701at314145	Single
27702at314145	Single
27722at314145	Single
27728at314145	Single
27735at314145	Single
27748at314145	Single
2774at314145	Single
27750at314145	Single
27765at314145	Single
27771at314145	Single
27782at314145	Single
27792at314145	Single
27794at314145	Single
27814at314145	Single
27821at314145	Single
27827at314145	Single
27831at314145	Single
27840at314145	Single
27842at314145	Single
27845at314145	Single
27846at314145	Single
27849at314145	Single
27850at314145	Single
27852at314145	Single
27859at314145	Single
27875at314145	Single
27882at314145	Single
27884at314145	Single
27891at314145	Single
27898at314145	Single
27902at314145	Single
27904at314145	Single
2790at314145	Single
27929at314145	Single
27934at314145	Single
27936at314145	Single
27944at314145	Single
27949at314145	Single
27955at314145	Single
27956at314145	Single
27972at314145	Single
2798at314145	Single
27991at314145	Single
27994at314145	Single
27996at314145	Single
27998at314145	Single
2800at314145	Single
28021at314145	Single
28027at314145	Single
28041at314145	Single
2804at314145	Single
28054at314145	Single
28055at314145	Single
28057at314145	Single
28060at314145	Single
28069at314145	Single
28076at314145	Single
28084at314145	Single
28086at314145	Single
28103at314145	Single
28105at314145	Single
28107at314145	Single
28112at314145	Single
28113at314145	Single
28115at314145	Single
28117at314145	Single
2811at314145	Single
28137at314145	Single
28139at314145	Single
28142at314145	Single
28154at314145	Single
28160at314145	Single
28174at314145	Single
28184at314145	Single
28195at314145	Single
28217at314145	Single
28223at314145	Single
28224at314145	Single
28228at314145	Single
28229at314145	Single
2822at314145	Single
28233at314145	Single
28242at314145	Single
28245at314145	Single
2824at314145	Single
28254at314145	Single
28284at314145	Single
28291at314145	Single
28304at314145	Single
28305at314145	Single
2830at314145	Single
28312at314145	Single
28320at314145	Single
28336at314145	Single
28341at314145	Single
2834at314145	Single
28354at314145	Single
28359at314145	Single
28366at314145	Single
28398at314145	Single
28409at314145	Single
28413at314145	Single
28421at314145	Single
28423at314145	Single
28429at314145	Single
28435at314145	Single
28442at314145	Single
28457at314145	Single
28476at314145	Single
28487at314145	Single
28498at314145	Single
2849at314145	Single
28500at314145	Single
28504at314145	Single
28505at314145	Single
2851at314145	Single
28521at314145	Single
28527at314145	Single
28542at314145	Single
28543at314145	Single
28544at314145	Single
28549at314145	Single
28552at314145	Single
28553at314145	Single
28554at314145	Single
28581at314145	Single
28590at314145	Single
28592at314145	Single
2860at314145	Single
28622at314145	Single
2863at314145	Single
28641at314145	Single
28643at314145	Single
28646at314145	Single
28655at314145	Single
28657at314145	Single
28660at314145	Single
28671at314145	Single
28674at314145	Single
28685at314145	Single
28688at314145	Single
28694at314145	Single
28702at314145	Single
28704at314145	Single
2870at314145	Single
28717at314145	Single
28723at314145	Single
28759at314145	Single
28765at314145	Single
28767at314145	Single
28771at314145	Single
28772at314145	Single
28773at314145	Single
28792at314145	Single
28816at314145	Single
28828at314145	Single
28836at314145	Single
28837at314145	Single
2883at314145	Single
28862at314145	Single
28864at314145	Single
28870at314145	Single
28880at314145	Single
28885at314145	Single
28903at314145	Single
28912at314145	Duplicated
28912at314145	Duplicated
28919at314145	Single
28924at314145	Single
28932at314145	Single
28934at314145	Single
28945at314145	Single
28950at314145	Single
28953at314145	Single
28957at314145	Single
2896at314145	Single
28974at314145	Single
28980at314145	Single
28981at314145	Single
28982at314145	Single
28985at314145	Single
28987at314145	Single
28991at314145	Single
28992at314145	Single
2899at314145	Single
29001at314145	Single
29004at314145	Single
29005at314145	Single
29007at314145	Single
29010at314145	Single
29021at314145	Single
29022at314145	Single
29036at314145	Single
29038at314145	Single
29052at314145	Single
29064at314145	Single
29068at314145	Single
29077at314145	Single
29084at314145	Single
290at314145	Single
29105at314145	Single
29123at314145	Single
29128at314145	Single
2913at314145	Single
29154at314145	Single
29156at314145	Single
29171at314145	Single
29178at314145	Single
29179at314145	Single
291at314145	Single
29209at314145	Single
29222at314145	Single
29225at314145	Single
29227at314145	Single
29268at314145	Single
29272at314145	Single
29278at314145	Single
29296at314145	Single
29297at314145	Single
29314at314145	Single
29319at314145	Single
29320at314145	Single
29327at314145	Single
29339at314145	Single
29364at314145	Single
2936at314145	Single
29374at314145	Single
29385at314145	Single
29389at314145	Single
2938at314145	Single
29400at314145	Single
29406at314145	Single
2940at314145	Single
29415at314145	Single
29453at314145	Single
29454at314145	Single
2946at314145	Single
29470at314145	Single
29478at314145	Single
2948at314145	Single
29493at314145	Single
29506at314145	Single
29513at314145	Single
29518at314145	Single
29519at314145	Single
29520at314145	Single
29521at314145	Single
29529at314145	Single
29534at314145	Single
29542at314145	Single
29546at314145	Single
29549at314145	Single
29550at314145	Single
29560at314145	Single
29561at314145	Single
29568at314145	Single
2956at314145	Single
29570at314145	Single
29592at314145	Single
29607at314145	Single
29616at314145	Single
29624at314145	Single
29632at314145	Single
29633at314145	Single
29634at314145	Single
29635at314145	Single
2964at314145	Single
29653at314145	Single
